NNID;DATUM;OBA;NAME;AGS;ARS;RS;HOEHE;HOEHE_GER;EWZ;EWZ_GER;GEWK;GEMTEIL;VIRTUELL;GEMEINDE;VERWGEM;RECHTS;HOCH
DEBKGGND0000196K;30.10.2020;AX_Gemeinde;Framersheim;7331026;73315001026;73315001026;;;1559;;;Nein;Nein;Framersheim;Alzey-Land;440520.2782941841;5512144.983682908
DEBKGGND0000196L;30.10.2020;AX_Gemeinde;Breitenberg;9275118;92750118118;92750118118;;;2031;;;Nein;Nein;Breitenberg;Breitenberg;852686.2929639907;5405537.328009904
DEBKGGND0000196M;30.10.2020;AX_Gemeinde;Hochdorf-Assenheim;7338014;73385001014;73385001014;;;3212;;;Nein;Nein;Hochdorf-Assenheim;Dannstadt-Schauernheim;447526.90699868277;5474112.790324337
DEBKGGND0000196N;30.10.2020;AX_Gemeinde;Kriesow;13071081;130715163081;130715163081;;;301;;;Nein;Nein;Kriesow;Treptower Tollensewinkel;767146.487157092;5961513.815138002
DEBKGGND0000196P;30.10.2020;AX_Gemeinde;Kreuzau;5358028;53580028028;53580028028;;;17444;;;Nein;Nein;Kreuzau;Kreuzau;322871.9811817587;5624581.385527134
DEBKGGND0000196Q;18.02.2020;AX_Gemeinde;Eberstedt;16071015;160715051015;160715051015;;;214;;;Nein;Nein;Eberstedt;Bad Sulza;680601.4482127572;5661299.987531698
DEBKGGND0000196R;30.10.2020;AX_Gemeinde;Hedersleben;15085160;150855051160;150855051160;;;1320;;;Nein;Nein;Hedersleben;Vorharz;655235.9975299805;5747683.707802829
DEBKGGND0000196S;30.10.2020;AX_Gemeinde;Lîbichau;16077026;160775009026;160775009026;;;973;;;Nein;Nein;Lîbichau;Oberes Sprottental;729758.7478300995;5643200.682229937
DEBKGGND0000196T;30.10.2020;AX_Gemeinde;Frielendorf;6634004;66340004004;66340004004;;;7253;;;Nein;Nein;Frielendorf;Frielendorf;523003.1951728561;5647172.739146485
DEBKGGND0000196V;30.10.2020;AX_Gemeinde;Lunzenau;14522350;145220350350;145220350350;;;4147;;;Nein;Nein;Lunzenau;Lunzenau;763615.7718081791;5652075.640772634
DEBKGGND0000196W;30.10.2020;AX_Gemeinde;Bergfeld;3151003;31515402003;31515402003;;;894;;;Nein;Nein;Bergfeld;Brome;625165.0164793151;5823370.802458348
DEBKGGND0000196X;30.10.2020;AX_Gemeinde;Tottleben;16064062;160645001062;160645001062;;;134;;;Nein;Nein;Tottleben;Bad Tennstedt;622581.4882117677;5669628.532556903
DEBKGGND0000196Y;30.10.2020;AX_Gemeinde;Herne;5916000;59160000000;59160000000;;;156449;;;Nein;Nein;Herne;Herne;376752.6525068483;5711415.276363854
DEBKGGND0000196Z;30.10.2020;AX_Gemeinde;Immendingen;8327025;83275003025;83275003025;;;6353;;;Nein;Nein;Immendingen;Immendingen-Geisingen;480102.7495104152;5309567.046401359
DEBKGGND00001970;30.10.2020;AX_Gemeinde;Postau;9274174;92745222174;92745222174;;;1629;;;Nein;Nein;Postau;Wîrth a.d. Isar;744992.8083410494;5393814.336163526
DEBKGGND00001971;30.10.2020;AX_Gemeinde;Wittenberg;15091375;150910375375;150910375375;;;45752;;;Nein;Nein;Wittenberg;Wittenberg;750970.1015091315;5752530.056461501
DEBKGGND00001972;30.10.2020;AX_Gemeinde;Gondorf;7232044;72325008044;72325008044;;;266;;;Nein;Nein;Gondorf;Bitburger Land;329210.1888597287;5537957.243739459
DEBKGGND00001973;30.10.2020;AX_Gemeinde;Bubenheim;7339008;73395003008;73395003008;;;843;;;Nein;Nein;Bubenheim;Gau-Algesheim;434026.80714677746;5530330.897604976
DEBKGGND00001974;30.10.2020;AX_Gemeinde;Bad Griesbach i. Rottal;9275124;92750124124;92750124124;;;9069;;;Nein;Nein;Bad Griesbach i. Rottal;Bad Griesbach i. Rottal;810283.992621129;5375250.61079248
DEBKGGND00001975;30.10.2020;AX_Gemeinde;Rathmannsdorf;14628320;146285204320;146285204320;;;912;;;Nein;Nein;Rathmannsdorf;Bad Schandau;861174.1406960617;5654603.69211074
DEBKGGND00001976;30.10.2020;AX_Gemeinde;Witzleben;16070054;160705009054;160705009054;;;612;;;Nein;Nein;Witzleben;Riechheimer Berg;648775.3605368254;5632393.3203596445
DEBKGGND00001978;30.10.2020;AX_Gemeinde;Hipstedt;3357027;33575403027;33575403027;;;1234;;;Nein;Nein;Hipstedt;Geestequelle;497912.03301693033;5926048.783314774
DEBKGGND00001979;30.10.2020;AX_Gemeinde;Boitze;3355010;33555403010;33555403010;;;374;;;Nein;Nein;Boitze;Dahlenburg;616946.7250490002;5890236.511627739
DEBKGGND0000197A;30.10.2020;AX_Gemeinde;Kayhude;1060046;10605034046;10605034046;;;1182;;;Nein;Nein;Kayhude;Itzstedt;574783.466853165;5957148.739260391
DEBKGGND0000197B;30.10.2020;AX_Gemeinde;Bothel;3357006;33575401006;33575401006;;;2376;;;Nein;Nein;Bothel;Bothel;533759.6205414481;5880592.223504563
DEBKGGND0000197C;30.10.2020;AX_Gemeinde;Redefin;13076119;130765658119;130765658119;;;540;;;Nein;Nein;Redefin;Hagenow-Land;646436.7285665652;5913334.207072681
DEBKGGND0000197D;30.10.2020;AX_Gemeinde;Kirchheim unter Teck;8116033;81165001033;81165001033;;;40783;;;Nein;Nein;Kirchheim unter Teck;Kirchheim unter Teck;533425.3840641297;5388214.192759488
DEBKGGND0000197E;30.10.2020;AX_Gemeinde;Kuden;1051064;10515163064;10515163064;;;601;;;Nein;Nein;Kuden;Burg-St. Michaelisdonn;512649.1227929766;5979962.1933729835
DEBKGGND0000197F;30.10.2020;AX_Gemeinde;Kranichfeld;16071046;160715007046;160715007046;;;3363;;;Nein;Nein;Kranichfeld;Kranichfeld;654981.6161879675;5635954.587789489
DEBKGGND0000197G;30.10.2020;AX_Gemeinde;HoppstÑdten;7336045;73365008045;73365008045;;;281;;;Nein;Nein;HoppstÑdten;Lauterecken-Wolfstein;394404.01198708016;5505428.074067249
DEBKGGND0000197H;30.10.2020;AX_Gemeinde;HÅfingen;8326027;83265001027;83265001027;;;7921;;;Nein;Nein;HÅfingen;Donaueschingen;461822.79161720333;5308146.295834456
DEBKGGND0000197I;30.10.2020;AX_Gemeinde;Vielitzsee;12068437;120685804437;120685804437;;;487;;;Nein;Nein;Vielitzsee;Lindow (Mark);769788.7773953765;5872319.511493343
DEBKGGND0000197J;30.10.2020;AX_Gemeinde;Gro· TwÅlpstedt;3154009;31545404009;31545404009;;;2610;;;Nein;Nein;Gro· TwÅlpstedt;Velpke;630699.7083005371;5804336.510794021
DEBKGGND0000197K;30.10.2020;AX_Gemeinde;Oechsen;16063062;160635059062;160635059062;;;597;;;Nein;Nein;Oechsen;Dermbach;575179.1711828905;5622017.575877592
DEBKGGND0000197M;30.10.2020;AX_Gemeinde;BrÅcktal;7233208;72335004208;72335004208;;;64;;;Nein;Nein;BrÅcktal;Kelberg;356196.876399401;5575878.520682809
DEBKGGND0000197N;30.10.2020;AX_Gemeinde;Heyen;3255020;32555408020;32555408020;;;458;;;Nein;Nein;Heyen;Bodenwerder-Polle;534652.4729613664;5762060.661324895
DEBKGGND0000197P;30.10.2020;AX_Gemeinde;Cambs;13076024;130765668024;130765668024;;;618;;;Nein;Nein;Cambs;Crivitz;666840.4153782014;5952676.911060932
DEBKGGND0000197Q;30.10.2020;AX_Gemeinde;Nortmoor;3457016;34575403016;34575403016;;;1785;;;Nein;Nein;Nortmoor;JÅmme;404054.27008889685;5900753.047231207
DEBKGGND0000197T;30.10.2020;AX_Gemeinde;Semlow;13073085;130735361085;130735361085;;;667;;;Nein;Nein;Semlow;Ribnitz-Damgarten;738613.2595588652;6009870.815372056
DEBKGGND0000197U;30.10.2020;AX_Gemeinde;Ulsnis;1059094;10595974094;10595974094;;;670;;;Nein;Nein;Ulsnis;SÅderbrarup;548323.8630444428;6047112.091185539
DEBKGGND0000197V;30.10.2020;AX_Gemeinde;Seelow;12064448;120640448448;120640448448;;;5422;;;Nein;Nein;Seelow;Seelow;864862.726520231;5834029.17192066
DEBKGGND0000197W;30.10.2020;AX_Gemeinde;Rîhl;7232111;72325008111;72325008111;;;441;;;Nein;Nein;Rîhl;Bitburger Land;326544.07379935717;5534459.174256362
DEBKGGND0000197X;30.10.2020;AX_Gemeinde;Oberried;8315084;83155003084;83155003084;;;2892;;;Nein;Nein;Oberried;Dreisamtal;421256.8688843664;5309340.629426268
DEBKGGND0000197Z;30.10.2020;AX_Gemeinde;Wei·enborn;16074109;160745053109;160745053109;;;1146;;;Nein;Nein;Wei·enborn;Bad Klosterlausnitz;702605.2791818766;5645262.244789605
DEBKGGND00001980;30.10.2020;AX_Gemeinde;Raubling;9187165;91870165165;91870165165;;;11472;;;Nein;Nein;Raubling;Raubling;732816.0776534386;5297502.534296856
DEBKGGND00001981;30.10.2020;AX_Gemeinde;Havelberg;15090225;150900225225;150900225225;;;6547;;;Nein;Nein;Havelberg;Havelberg;707175.3944434815;5857880.283816489
DEBKGGND00001982;30.10.2020;AX_Gemeinde;Lîchgau;8118047;81185001047;81185001047;;;5599;;;Nein;Nein;Lîchgau;Besigheim;507628.24992741353;5427729.263047529
DEBKGGND00001984;30.10.2020;AX_Gemeinde;DoberschÅtz;14730080;147300080080;147300080080;;;4094;;;Nein;Nein;DoberschÅtz;DoberschÅtz;759595.155739628;5711956.92002094
DEBKGGND00001985;30.10.2020;AX_Gemeinde;Sehnde;3241016;32410016016;32410016016;;;23384;;;Nein;Nein;Sehnde;Sehnde;565935.8776391204;5796008.886604103
DEBKGGND00001986;30.10.2020;AX_Gemeinde;Laugna;9773143;97735718143;97735718143;;;1601;;;Nein;Nein;Laugna;Wertingen;625166.0574660483;5376560.785063493
DEBKGGND00001987;30.10.2020;AX_Gemeinde;Treuenbrietzen;12069632;120690632632;120690632632;;;7459;;;Nein;Nein;Treuenbrietzen;Treuenbrietzen;765110.1743367851;5778635.274083339
DEBKGGND00001988;30.10.2020;AX_Gemeinde;Friedelshausen;16066025;160665013025;160665013025;;;312;;;Nein;Nein;Friedelshausen;Wasungen-Amt Sand;587452.6861931975;5612515.937379654
DEBKGGND00001989;30.10.2020;AX_Gemeinde;Gladbeck;5562014;55620014014;55620014014;;;75610;;;Nein;Nein;Gladbeck;Gladbeck;360899.85158762;5715504.129732165
DEBKGGND0000198B;30.10.2020;AX_Gemeinde;Bad öberkingen;8117007;81175004007;81175004007;;;3844;;;Nein;Nein;Bad öberkingen;Geislingen an der Steige;558918.6332642286;5383565.370955531
DEBKGGND0000198C;30.10.2020;AX_Gemeinde;Hausen;9474134;94740134134;94740134134;;;3792;;;Nein;Nein;Hausen;Hausen;646840.7337711054;5506006.4945016885
DEBKGGND0000198F;30.10.2020;AX_Gemeinde;Steinfeld (Oldenburg);3460008;34600008008;34600008008;;;10240;;;Nein;Nein;Steinfeld (Oldenburg);Steinfeld (Oldenburg);446955.9256305605;5826608.711345244
DEBKGGND0000198G;30.10.2020;AX_Gemeinde;Beverungen;5762008;57620008008;57620008008;;;13103;;;Nein;Nein;Beverungen;Beverungen;525774.4193790014;5723601.139571793
DEBKGGND0000198H;30.10.2020;AX_Gemeinde;Gossersweiler-Stein;7337033;73375001033;73375001033;;;1410;;;Nein;Nein;Gossersweiler-Stein;Annweiler am Trifels;421821.0472351278;5446122.1858314015
DEBKGGND0000198I;30.10.2020;AX_Gemeinde;Wartenberg;9177143;91775126143;91775126143;;;5550;;;Nein;Nein;Wartenberg;Wartenberg;721112.369050549;5365598.039631867
DEBKGGND0000198J;30.10.2020;AX_Gemeinde;Vollmersbach;7134090;71345003090;71345003090;;;453;;;Nein;Nein;Vollmersbach;Herrstein;378068.1889618427;5511331.16509247
DEBKGGND0000198K;30.10.2020;AX_Gemeinde;Erlenmoos;8426043;84265006043;84265006043;;;1801;;;Nein;Nein;Erlenmoos;Ochsenhausen;572641.1454813177;5323784.57976855
DEBKGGND0000198L;30.10.2020;AX_Gemeinde;Schîfweg;9272145;92725211145;92725211145;;;1307;;;Nein;Nein;Schîfweg;Schînberg;810258.4887121932;5418223.139470822
DEBKGGND0000198M;18.02.2020;AX_Gemeinde;Hingstheide;1061038;10615189038;10615189038;;;78;;;Nein;Nein;Hingstheide;Kellinghusen;549503.7512858945;5973509.78594647
DEBKGGND0000198O;30.10.2020;AX_Gemeinde;Neustadt/Vogtl.;14523290;145235107290;145235107290;;;959;;;Nein;Nein;Neustadt/Vogtl.;Falkenstein;736493.8229280736;5595129.788327766
DEBKGGND0000198R;30.10.2020;AX_Gemeinde;Schleid;16063068;160635056068;160635056068;;;1019;;;Nein;Nein;Schleid;Geisa;567250.3321100859;5616381.298072534
DEBKGGND0000198S;30.10.2020;AX_Gemeinde;Hanstedt;3360010;33605407010;33605407010;;;918;;;Nein;Nein;Hanstedt;Bevensen-Ebstorf;592231.7152647297;5878325.069936958
DEBKGGND0000198T;30.10.2020;AX_Gemeinde;Holle;3254022;32540022022;32540022022;;;6936;;;Nein;Nein;Holle;Holle;579528.7884159142;5771397.205798758
DEBKGGND0000198W;30.10.2020;AX_Gemeinde;Horstedt;1054052;10545492052;10545492052;;;805;;;Nein;Nein;Horstedt;Nordsee-Treene;504468.2134508613;6042002.9278775165
DEBKGGND0000198X;30.10.2020;AX_Gemeinde;Stra·kirchen;9278192;92785257192;92785257192;;;3263;;;Nein;Nein;Stra·kirchen;Stra·kirchen;773259.7214712144;5415274.583171982
DEBKGGND0000198Y;30.10.2020;AX_Gemeinde;Lîwenberger Land;12065198;120650198198;120650198198;;;8411;;;Nein;Nein;Lîwenberger Land;Lîwenberger Land;779327.030915594;5868854.420673965
DEBKGGND0000198Z;30.10.2020;AX_Gemeinde;Enkenbach-Alsenborn;7335004;73355002004;73355002004;;;7076;;;Nein;Nein;Enkenbach-Alsenborn;Enkenbach-Alsenborn;420814.27203586116;5482560.939403503
DEBKGGND00001990;30.10.2020;AX_Gemeinde;Luhnstedt;1058101;10585853101;10585853101;;;394;;;Nein;Nein;Luhnstedt;Jevenstedt;545618.8726157349;6002347.53201811
DEBKGGND00001991;30.10.2020;AX_Gemeinde;Werther (Westf.);5754052;57540052052;57540052052;;;11150;;;Nein;Nein;Werther (Westf.);Werther (Westf.);459641.5688178648;5769270.5092725875
DEBKGGND00001993;30.10.2020;AX_Gemeinde;Waldenburg;14524290;145245135290;145245135290;;;4058;;;Nein;Nein;Waldenburg;Waldenburg;753458.3357270584;5642057.681992271
DEBKGGND00001994;30.10.2020;AX_Gemeinde;Breitungen/Werra;16066013;160665051013;160665051013;;;4759;;;Nein;Nein;Breitungen/Werra;Breitungen/Werra;593554.3740928286;5624026.05960289
DEBKGGND00001995;30.10.2020;AX_Gemeinde;Ohorn;14625410;146255231410;146255231410;;;2454;;;Nein;Nein;Ohorn;Pulsnitz;852921.2273527584;5681447.38772906
DEBKGGND00001996;30.10.2020;AX_Gemeinde;Rieden;7137093;71375004093;71375004093;;;1165;;;Nein;Nein;Rieden;Mendig;370399.43077348254;5584148.677023963
DEBKGGND00001998;30.10.2020;AX_Gemeinde;Tarbek;1060086;10605024086;10605024086;;;158;;;Nein;Nein;Tarbek;Bornhîved;583015.502187261;5990528.737313512
DEBKGGND0000199A;30.10.2020;AX_Gemeinde;Langensendelbach;9474146;94740146146;94740146146;;;3124;;;Nein;Nein;Langensendelbach;Langensendelbach;649490.3100868246;5500870.641463306
DEBKGGND0000199B;30.10.2020;AX_Gemeinde;Scheidt;7141124;71415003124;71415003124;;;309;;;Nein;Nein;Scheidt;Diez;422694.475881385;5576797.849419013
DEBKGGND0000199D;30.10.2020;AX_Gemeinde;Neu GÅlze;13076102;130765652102;130765652102;;;758;;;Nein;Nein;Neu GÅlze;Boizenburg-Land;618922.3971636824;5916220.357685635
DEBKGGND0000199E;30.10.2020;AX_Gemeinde;Frankeneck;7332018;73325005018;73325005018;;;816;;;Nein;Nein;Frankeneck;Lambrecht (Pfalz);431207.2629745237;5469729.814009679
DEBKGGND0000199F;30.10.2020;AX_Gemeinde;Striegistal;14522540;145220540540;145220540540;;;4601;;;Nein;Nein;Striegistal;Striegistal;792963.2195434702;5663748.101536828
DEBKGGND0000199H;30.10.2020;AX_Gemeinde;Maihingen;9779176;97795720176;97795720176;;;1212;;;Nein;Nein;Maihingen;Wallerstein;610023.5161908225;5420498.502015552
DEBKGGND0000199I;30.10.2020;AX_Gemeinde;DÅrnau;8117017;81175009017;81175009017;;;2199;;;Nein;Nein;DÅrnau;Raum Bad Boll;547219.0445278683;5387901.031378166
DEBKGGND0000199K;30.10.2020;AX_Gemeinde;Gro· Kordshagen;13073036;130735358036;130735358036;;;309;;;Nein;Nein;Gro· Kordshagen;Niepars;749655.0522893557;6027221.594703494
DEBKGGND0000199L;30.10.2020;AX_Gemeinde;Kindenheim;7332029;73325007029;73325007029;;;994;;;Nein;Nein;Kindenheim;Leiningerland;439417.1248435893;5495650.567138735
DEBKGGND0000199M;30.10.2020;AX_Gemeinde;Hîrdt;7334011;73345006011;73345006011;;;2596;;;Nein;Nein;Hîrdt;RÅlzheim;450941.2998973961;5446152.263131611
DEBKGGND0000199N;30.10.2020;AX_Gemeinde;Cleebronn;8125017;81255003017;81255003017;;;3053;;;Nein;Nein;Cleebronn;Brackenheim;502688.8088674403;5432400.860418172
DEBKGGND0000199O;10.01.2018;AX_Gemeinde;Merxhausen;3255506;32559506506;32559506506;;;0;;;Nein;Nein;Merxhausen;Merxhausen;540181.741038511;5740692.268055258
DEBKGGND0000199P;30.10.2020;AX_Gemeinde;Battweiler;7340202;73405008202;73405008202;;;667;;;Nein;Nein;Battweiler;ZweibrÅcken-Land;388117.3527684384;5459455.931615062
DEBKGGND0000199Q;30.10.2020;AX_Gemeinde;Rosenthal;6635017;66350017017;66350017017;;;2165;;;Nein;Nein;Rosenthal;Rosenthal;490730.2455492253;5647010.83988107
DEBKGGND0000199S;30.10.2020;AX_Gemeinde;Balje;3359004;33595407004;33595407004;;;928;;;Nein;Nein;Balje;Nordkehdingen;508792.6104527573;5964783.812185666
DEBKGGND0000199T;30.10.2020;AX_Gemeinde;Rielasingen-Worblingen;8335100;83355005100;83355005100;;;12060;;;Nein;Nein;Rielasingen-Worblingen;Singen (Hohentwiel);488452.12682824495;5286124.99122783
DEBKGGND0000199U;30.10.2020;AX_Gemeinde;LÑgerdorf;1061061;10615104061;10615104061;;;2643;;;Nein;Nein;LÑgerdorf;Breitenburg;537494.1740065649;5971283.499875629
DEBKGGND0000199V;30.10.2020;AX_Gemeinde;Schwangau;9777169;97770169169;97770169169;;;3331;;;Nein;Nein;Schwangau;Schwangau;630621.6412345272;5270737.133544958
DEBKGGND0000199W;30.10.2020;AX_Gemeinde;Dargun;13071027;130710027027;130710027027;;;4329;;;Nein;Nein;Dargun;Dargun;753287.9863188316;5978954.938916137
DEBKGGND0000199X;30.10.2020;AX_Gemeinde;Frammersbach;9677129;96770129129;96770129129;;;4466;;;Nein;Nein;Frammersbach;Frammersbach;533669.9613134823;5545801.840219206
DEBKGGND0000199Y;30.10.2020;AX_Gemeinde;Drentwede;3251014;32515402014;32515402014;;;983;;;Nein;Nein;Drentwede;Barnstorf;471188.2064348836;5843816.708075749
DEBKGGND0000199Z;30.10.2020;AX_Gemeinde;Buchhorst;1053019;10535343019;10535343019;;;140;;;Nein;Nein;Buchhorst;LÅtau;604309.1657474543;5916245.225458296
DEBKGGND000019A0;30.10.2020;AX_Gemeinde;Neuenrade;5962048;59620048048;59620048048;;;11889;;;Nein;Nein;Neuenrade;Neuenrade;414891.3036161739;5681883.989764861
DEBKGGND000019A2;30.10.2020;AX_Gemeinde;Etgert;7231032;72315006032;72315006032;;;66;;;Nein;Nein;Etgert;Thalfang am Erbeskopf;357586.77773149975;5515953.355639366
DEBKGGND000019A4;30.10.2020;AX_Gemeinde;LÅtjenholm;1054080;10545494080;10545494080;;;336;;;Nein;Nein;LÅtjenholm;Mittleres Nordfriesland;501390.0391310162;6059643.523523229
DEBKGGND000019A5;30.10.2020;AX_Gemeinde;Birx;16066012;160665005012;160665005012;;;162;;;Nein;Nein;Birx;Hohe Rhîn;574214.9387688448;5598020.376738334
DEBKGGND000019A8;30.10.2020;AX_Gemeinde;Dallgow-Dîberitz;12063056;120630056056;120630056056;;;10019;;;Nein;Nein;Dallgow-Dîberitz;Dallgow-Dîberitz;776857.7229239393;5828462.636612154
DEBKGGND000019A9;30.10.2020;AX_Gemeinde;Ganzlin;13076166;130765663166;130765663166;;;1387;;;Nein;Nein;Ganzlin;Plau am See;716237.8918613463;5919835.668378233
DEBKGGND000019AA;30.10.2020;AX_Gemeinde;Idelberg;7132056;71325001056;71325001056;;;65;;;Nein;Nein;Idelberg;Altenkirchen (Westerwald);410117.6318701092;5619556.936115826
DEBKGGND000019AC;30.10.2020;AX_Gemeinde;Sankt Sebastian;7137222;71375008222;71375008222;;;2654;;;Nein;Nein;Sankt Sebastian;Wei·enthurm;398023.72960486397;5585251.48400854
DEBKGGND000019AD;30.10.2020;AX_Gemeinde;Mielkendorf;1058105;10585859105;10585859105;;;1363;;;Nein;Nein;Mielkendorf;Molfsee;567755.2740582924;6015682.926862851
DEBKGGND000019AF;30.10.2020;AX_Gemeinde;MÑhren;7143502;71435008502;71435008502;;;206;;;Nein;Nein;MÑhren;Wallmerod;423526.59929246455;5597362.30788459
DEBKGGND000019AG;18.02.2020;AX_Gemeinde;Beuron;8437005;84375006005;84375006005;;;650;;;Nein;Nein;Beuron;Sigmaringen;497769.4015107809;5321950.00386528
DEBKGGND000019AH;10.01.2018;AX_Gemeinde;Wei·enstadter Forst-Nord;9479462;94799462462;94799462462;;;0;;;Nein;Nein;Wei·enstadter Forst-Nord;Wei·enstadter Forst-Nord;706828.9236566542;5557856.3523995755
DEBKGGND000019AI;30.10.2020;AX_Gemeinde;Berg b. Neumarkt i.d. OPf.;9373113;93730113113;93730113113;;;7900;;;Nein;Nein;Berg b. Neumarkt i.d. OPf.;Berg b. Neumarkt i.d. OPf.;677251.6009611083;5467185.557717814
DEBKGGND000019AK;18.02.2020;AX_Gemeinde;Friedrichsgabekoog;1051033;10515178033;10515178033;;;53;;;Nein;Nein;Friedrichsgabekoog;BÅsum-Wesselburen;496152.5466474669;6001048.802315885
DEBKGGND000019AL;30.10.2020;AX_Gemeinde;Eberswalde;12060052;120600052052;120600052052;;;40699;;;Nein;Nein;Eberswalde;Eberswalde;824628.2785875173;5864762.149850236
DEBKGGND000019AM;30.10.2020;AX_Gemeinde;Neunkirchen a. Brand;9474154;94740154154;94740154154;;;8121;;;Nein;Nein;Neunkirchen a. Brand;Neunkirchen a. Brand;653835.9630393682;5497783.310510463
DEBKGGND000019AN;30.10.2020;AX_Gemeinde;Heinersreuth;9472150;94720150150;94720150150;;;3783;;;Nein;Nein;Heinersreuth;Heinersreuth;681570.8175788138;5538117.572820155
DEBKGGND000019AO;30.10.2020;AX_Gemeinde;Elbe;3158011;31585402011;31585402011;;;1521;;;Nein;Nein;Elbe;Baddeckenstedt;586933.501179591;5771526.869749866
DEBKGGND000019AP;30.10.2020;AX_Gemeinde;Kobern-Gondorf;7137212;71375009212;71375009212;;;3137;;;Nein;Nein;Kobern-Gondorf;Rhein-Mosel;390032.00018807314;5574163.827779095
DEBKGGND000019AQ;30.10.2020;AX_Gemeinde;Nostorf;13076106;130765652106;130765652106;;;733;;;Nein;Nein;Nostorf;Boizenburg-Land;609913.5945287996;5918784.700348136
DEBKGGND000019AR;30.10.2020;AX_Gemeinde;Feldatal;6535003;65350003003;65350003003;;;2405;;;Nein;Nein;Feldatal;Feldatal;512168.9735596618;5610961.907931043
DEBKGGND000019AS;30.10.2020;AX_Gemeinde;Hinrichshagen;13075050;130755555050;130755555050;;;900;;;Nein;Nein;Hinrichshagen;Landhagen;782893.0642491388;5999598.872511912
DEBKGGND000019AT;30.10.2020;AX_Gemeinde;Sandbostel;3357040;33575404040;33575404040;;;778;;;Nein;Nein;Sandbostel;Selsingen;508648.19898978365;5917774.300896173
DEBKGGND000019AV;30.10.2020;AX_Gemeinde;Blieskastel;10045112;100450112112;100450112112;;;20470;;;Nein;Nein;Blieskastel;Blieskastel;372825.353472405;5455301.294564721
DEBKGGND000019AW;30.10.2020;AX_Gemeinde;Bad Liebenzell;8235008;82355004008;82355004008;;;9582;;;Nein;Nein;Bad Liebenzell;Bad Liebenzell;480426.5474459399;5402075.019393474
DEBKGGND000019AX;30.10.2020;AX_Gemeinde;Bernsdorf;14524010;145245128010;145245128010;;;2208;;;Nein;Nein;Bernsdorf;Rund um den Auersberg;758336.5394889101;5630504.185250621
DEBKGGND000019AY;18.02.2020;AX_Gemeinde;Schlichtenberger Wald;9272460;92729460460;92729460460;;;0;;;Nein;Nein;Schlichtenberger Wald;Schlichtenberger Wald;841449.7152034095;5421955.866718462
DEBKGGND000019B1;30.10.2020;AX_Gemeinde;Roseburg;1053104;10535318104;10535318104;;;530;;;Nein;Nein;Roseburg;BÅchen;607707.7502563028;5932604.703458319
DEBKGGND000019B2;30.10.2020;AX_Gemeinde;Hatzfeld (Eder);6635014;66350014014;66350014014;;;2940;;;Nein;Nein;Hatzfeld (Eder);Hatzfeld (Eder);468236.3301204981;5649111.479441365
DEBKGGND000019B3;30.10.2020;AX_Gemeinde;Oer-Erkenschwick;5562028;55620028028;55620028028;;;31421;;;Nein;Nein;Oer-Erkenschwick;Oer-Erkenschwick;379653.51208704914;5722417.952218562
DEBKGGND000019B4;30.10.2020;AX_Gemeinde;Bendfeld;1057006;10575755006;10575755006;;;197;;;Nein;Nein;Bendfeld;Probstei;592226.4841924404;6024967.73034711
DEBKGGND000019B5;30.10.2020;AX_Gemeinde;Ammerndorf;9573111;95730111111;95730111111;;;2064;;;Nein;Nein;Ammerndorf;Ammerndorf;634386.2403705245;5475919.64048158
DEBKGGND000019B6;30.10.2020;AX_Gemeinde;Wriezen;12064512;120640512512;120640512512;;;7174;;;Nein;Nein;Wriezen;Wriezen;846626.1076477589;5853644.27887912
DEBKGGND000019B7;30.10.2020;AX_Gemeinde;Zerbst/Anhalt;15082430;150820430430;150820430430;;;21470;;;Nein;Nein;Zerbst/Anhalt;Zerbst/Anhalt;711964.20481324;5761535.670792798
DEBKGGND000019B9;18.02.2020;AX_Gemeinde;Kollmoor;1061053;10615104053;10615104053;;;33;;;Nein;Nein;Kollmoor;Breitenburg;539346.6915576681;5974895.515386361
DEBKGGND000019BA;30.10.2020;AX_Gemeinde;Gollenberg;7134031;71345002031;71345002031;;;116;;;Nein;Nein;Gollenberg;Birkenfeld;367186.83229817427;5503863.988944526
DEBKGGND000019BC;30.10.2020;AX_Gemeinde;Erbach;8425039;84250039039;84250039039;;;13684;;;Nein;Nein;Erbach;Erbach;566176.4535580234;5352941.7132553905
